D1,numero imprese attive_Impresa con dipendenti_no,numero imprese attive_Impresa con dipendenti_si,numero imprese attive_Impresa con dipendenti_totale,numero addetti delle imprese attive (valori medi annui)_Impresa con dipendenti_no,numero addetti delle imprese attive (valori medi annui)_Impresa con dipendenti_si,numero addetti delle imprese attive (valori medi annui)_Impresa con dipendenti_totale,numero imprese attive_Classe di addetti_0-9,numero imprese attive_Classe di addetti_10-49,numero imprese attive_Classe di addetti_250 e più,numero imprese attive_Classe di addetti_50-249,numero imprese attive_Classe di addetti_totale,numero addetti delle imprese attive (valori medi annui)_Classe di addetti_0-9,numero addetti delle imprese attive (valori medi annui)_Classe di addetti_10-49,numero addetti delle imprese attive (valori medi annui)_Classe di addetti_250 e più,numero addetti delle imprese attive (valori medi annui)_Classe di addetti_50-249,numero addetti delle imprese attive (valori medi annui)_Classe di addetti_totale,numero imprese attive_Forma giuridica_altra forma d'impresa,numero imprese attive_Forma giuridica_altra società di persone diversa da snc e sas,"numero imprese attive_Forma giuridica_imprenditore individuale, libero professionista e lavoratore autonomo",numero imprese attive_Forma giuridica_società a responsabilità limitata,numero imprese attive_Forma giuridica_società cooperativa esclusa società cooperativa sociale,numero imprese attive_Forma giuridica_società cooperativa sociale,numero imprese attive_Forma giuridica_società in accomandita semplice,numero imprese attive_Forma giuridica_società in nome collettivo,"numero imprese attive_Forma giuridica_società per azioni, società in accomandita per azioni",numero imprese attive_Forma giuridica_totale,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_altra forma d'impresa,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_altra società di persone diversa da snc e sas,"numero addetti delle imprese attive (valori medi annui)_Forma giuridica_imprenditore individuale, libero professionista e lavoratore autonomo",numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società a responsabilità limitata,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società cooperativa esclusa società cooperativa sociale,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società cooperativa sociale,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società in accomandita semplice,numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società in nome collettivo,"numero addetti delle imprese attive (valori medi annui)_Forma giuridica_società per azioni, società in accomandita per azioni",numero addetti delle imprese attive (valori medi annui)_Forma giuridica_totale,numero imprese attive_Ateco 2007_TOTALE,numero imprese attive_Ateco 2007_altre attività di servizi,"numero imprese attive_Ateco 2007_attività artistiche, sportive, di intrattenimento e divertimento",numero imprese attive_Ateco 2007_attività dei servizi di alloggio e di ristorazione,numero imprese attive_Ateco 2007_attività finanziarie e assicurative,numero imprese attive_Ateco 2007_attività immobiliari,numero imprese attive_Ateco 2007_attività manifatturiere,"numero imprese attive_Ateco 2007_attività professionali, scientifiche e tecniche","numero imprese attive_Ateco 2007_commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",numero imprese attive_Ateco 2007_costruzioni,numero imprese attive_Ateco 2007_estrazione di minerali da cave e miniere,"numero imprese attive_Ateco 2007_fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","numero imprese attive_Ateco 2007_fornitura di energia elettrica, gas, vapore e aria condizionata",numero imprese attive_Ateco 2007_istruzione,"numero imprese attive_Ateco 2007_noleggio, agenzie di viaggio, servizi di supporto alle imprese",numero imprese attive_Ateco 2007_sanità e assistenza sociale,numero imprese attive_Ateco 2007_servizi di informazione e comunicazione,numero imprese attive_Ateco 2007_trasporto e magazzinaggio,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_TOTALE,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_altre attività di servizi,"numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività artistiche, sportive, di intrattenimento e divertimento",numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività dei servizi di alloggio e di ristorazione,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività finanziarie e assicurative,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività immobiliari,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività manifatturiere,"numero addetti delle imprese attive (valori medi annui)_Ateco 2007_attività professionali, scientifiche e tecniche","numero addetti delle imprese attive (valori medi annui)_Ateco 2007_commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",numero addetti delle imprese attive (valori medi annui)_Ateco 2007_costruzioni,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_estrazione di minerali da cave e miniere,"numero addetti delle imprese attive (valori medi annui)_Ateco 2007_fornitura di acqua reti fognarie, attività di gestione dei rifiuti e risanamento","numero addetti delle imprese attive (valori medi annui)_Ateco 2007_fornitura di energia elettrica, gas, vapore e aria condizionata",numero addetti delle imprese attive (valori medi annui)_Ateco 2007_istruzione,"numero addetti delle imprese attive (valori medi annui)_Ateco 2007_noleggio, agenzie di viaggio, servizi di supporto alle imprese",numero addetti delle imprese attive (valori medi annui)_Ateco 2007_sanità e assistenza sociale,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_servizi di informazione e comunicazione,numero addetti delle imprese attive (valori medi annui)_Ateco 2007_trasporto e magazzinaggio
IT,1894596.6666666667,1037152.0,2931748.6666666665,2039230.8933333333,9333755.813333334,11372986.706666669,2786545.3333333335,127336.0,2596.6666666666665,15270.666666666666,2931748.6666666665,5061123.953333333,2272351.14,2556162.6266666665,1483348.9866666666,11372986.706666669,11878.0,27621.333333333332,1842372.0,590471.3333333334,28212.0,10066.666666666666,185522.66666666666,217165.33333333334,18439.333333333332,2931748.6666666665,111495.25333333334,111063.63333333335,2757258.0066666664,3792604.16,491214.52,288967.12,587371.6933333334,834451.8799999999,2398560.44,11372986.706666669,2931748.6666666665,139772.0,47384.666666666664,218704.66666666666,66108.66666666667,158971.33333333334,254865.33333333334,499104.0,729109.3333333334,333781.3333333333,1374.6666666666667,6161.333333333333,7514.0,21904.666666666668,96898.0,199825.33333333334,68719.33333333333,81550.0,11372986.706666669,317737.0333333333,124209.90666666666,998282.0199999999,378070.39999999997,199920.52000000002,2456387.3333333335,853349.6,2276429.6133333333,873099.84,20150.826666666664,131312.56,58814.77333333334,73463.88666666666,868124.16,602809.5933333334,379395.27333333326,761429.3666666667
IT108,31943.333333333332,13692.666666666666,45636.0,34919.10666666667,155554.83333333334,190473.93999999997,43127.333333333336,2194.0,87.0,385.0,45636.0,75823.36666666665,38931.82,75287.76,38290.37,190473.93999999997,126.0,386.0,27430.666666666668,9633.333333333334,304.0,142.0,3612.0,3725.3333333333335,486.0,45636.0,1151.14,1532.2733333333335,38142.45333333333,75198.30666666667,3793.366666666667,9957.67,10284.94,13937.779999999999,59692.85,190473.93999999997,45636.0,2107.3333333333335,681.3333333333334,1877.3333333333333,1149.3333333333333,3485.3333333333335,5072.666666666667,7826.0,9637.333333333334,5717.333333333333,3.3333333333333335,80.0,43.0,376.0,1901.3333333333333,3298.6666666666665,1374.6666666666667,1019.3333333333334,190473.93999999997,5061.013333333333,1277.4866666666667,9019.433333333332,3416.226666666667,4183.406666666667,61212.13333333334,13998.053333333331,44247.90666666667,13449.646666666667,36.25333333333334,1990.006666666667,430.12,1077.6733333333334,7781.02,12323.65333333333,5422.426666666667,5690.8533333333335
IT109,6626.0,3876.6666666666665,10502.666666666666,7691.966666666667,27492.706666666665,35184.67333333333,9895.333333333334,562.0,5.0,42.0,10502.666666666666,19449.486666666668,9753.846666666666,3159.95,3874.706666666667,35184.67333333333,22.0,136.0,6680.0,1912.0,53.333333333333336,29.0,475.3333333333333,1219.3333333333333,46.0,10502.666666666666,29.86,537.76,11435.213333333333,12980.473333333333,229.38,454.81,1709.2533333333333,4669.1466666666665,5204.45,35184.67333333333,10502.666666666666,534.0,149.33333333333334,650.0,190.66666666666666,432.0,2182.6666666666665,1561.3333333333333,2502.6666666666665,1099.3333333333333,2.0,18.666666666666668,41.0,38.0,224.0,506.6666666666667,182.66666666666666,201.33333333333334,35184.67333333333,1010.6066666666666,282.44666666666666,2578.4933333333333,546.98,541.02,16523.566666666666,2239.4733333333334,6131.066666666666,2143.9466666666667,5.62,358.5133333333333,39.11,71.82000000000001,488.4066666666666,980.06,404.11999999999995,852.46
IT110,9734.666666666666,7134.666666666667,16869.333333333332,10511.6,38117.39333333333,48628.99333333334,16166.0,658.6666666666666,11.0,37.333333333333336,16869.333333333332,31311.36666666667,11072.566666666666,5207.81,2773.1866666666665,48628.99333333334,36.0,179.0,12023.333333333334,2362.0,206.0,83.0,994.6666666666666,1055.3333333333333,26.0,16869.333333333332,91.64,1145.7,21275.126666666667,15212.366666666667,1165.6000000000001,957.27,3774.8799999999997,4587.400000000001,1680.0,48628.99333333334,16869.333333333332,906.0,252.0,1220.6666666666667,438.0,378.6666666666667,2036.6666666666667,2250.6666666666665,5870.666666666667,1646.0,20.0,40.666666666666664,23.333333333333332,84.0,361.3333333333333,813.3333333333334,203.33333333333334,470.0,48628.99333333334,1623.5533333333333,708.7933333333334,4464.833333333333,786.46,515.0066666666667,11114.86,3327.133333333333,15764.426666666666,3725.773333333333,174.16,486.8733333333333,60.42666666666667,250.26666666666665,1364.0600000000002,2431.0666666666666,530.4066666666666,1563.0466666666669
IT111,6862.666666666667,4460.0,11322.666666666666,7853.293333333332,22816.033333333336,30669.32666666667,10982.666666666666,305.3333333333333,5.0,47.0,11322.666666666666,21010.833333333332,5248.74,1919.6,4695.03,30669.32666666667,22.0,84.0,7870.666666666667,1144.6666666666667,220.0,144.66666666666666,830.0,1022.6666666666666,18.0,11322.666666666666,82.11333333333333,232.53,12641.453333333333,7172.073333333334,1562.2,2140.813333333333,2432.8799999999997,3647.44,1253.0,30669.32666666667,11322.666666666666,571.3333333333334,128.0,1246.0,266.0,146.66666666666666,908.0,1249.3333333333333,3742.0,1491.3333333333333,8.666666666666666,41.333333333333336,18.0,52.0,306.6666666666667,724.0,153.33333333333334,364.6666666666667,30669.32666666667,987.38,343.60666666666674,4189.566666666667,412.44,186.16666666666666,4123.54,1792.82,8925.033333333333,3624.78,49.27333333333333,275.9066666666667,23.44,163.20000000000002,1173.3266666666666,2676.32,275.79333333333335,1592.0266666666666
ITC,573832.0,275888.6666666667,849720.6666666666,628197.5,3244476.0799999996,3872673.58,803151.3333333334,39799.333333333336,1663.0,5661.333333333333,849720.6666666666,1451634.0066666666,722087.7599999999,1711042.78,558256.6266666666,3872673.58,3657.3333333333335,8868.666666666666,523476.0,168182.66666666666,5560.0,2232.6666666666665,58940.666666666664,70862.66666666667,7940.0,849720.6666666666,51405.4,39633.64,762761.7799999999,1265604.5133333334,124627.12666666666,94796.97333333333,182682.21333333335,271607.04,1079554.8933333333,3872673.58,849720.6666666666,41282.666666666664,14109.333333333334,54404.666666666664,21698.666666666668,56938.666666666664,76049.33333333333,150740.66666666666,183192.0,103773.33333333333,306.0,1608.6666666666667,2130.6666666666665,7098.0,31503.333333333332,58409.333333333336,23430.0,23045.333333333332,3872673.58,95758.08666666667,34308.14,276493.75333333336,138763.02,70687.7,934603.64,308800.3066666667,719912.6466666666,271411.4066666667,2643.0866666666666,34584.340000000004,19511.86,21527.413333333334,386000.37333333335,186086.70666666667,153456.94666666668,218124.15333333332
ITC1,148568.0,68210.66666666667,216778.66666666666,170468.04666666666,719111.14,889579.1866666666,206572.0,8798.0,350.0,1175.3333333333333,216778.66666666666,377249.02,157161.36000000002,360540.52,114808.46,889579.1866666666,728.6666666666666,2430.0,142134.0,31291.333333333332,1190.0,514.6666666666666,17192.0,19856.666666666668,2162.0,216778.66666666666,12808.760000000002,10407.42,209246.43999999997,251093.03333333333,24895.213333333333,30992.466666666664,54861.44,75072.86,330302.33,889579.1866666666,216778.66666666666,11438.666666666666,3024.0,14498.666666666666,5543.333333333333,12124.666666666666,19892.0,33960.0,52583.333333333336,28708.666666666668,84.66666666666667,438.6666666666667,730.0,1818.6666666666667,7343.333333333333,13910.0,5176.666666666667,5503.333333333333,889579.1866666666,23284.440000000002,6628.013333333333,56428.753333333334,42925.14666666666,16995.753333333338,257060.78,66049.58,151836.24666666667,67285.43333333333,753.7066666666666,9165.566666666668,5056.626666666666,4555.893333333333,54104.9,51216.06666666667,36969.200000000004,39263.079999999994
ITC11,79104.0,35148.0,114252.0,89152.88666666666,415490.99333333323,504643.87999999995,109034.66666666667,4475.333333333333,203.0,606.6666666666666,114252.0,194350.28666666665,80010.06666666667,258467.72,57971.71333333334,504643.87999999995,362.6666666666667,1250.6666666666667,75224.0,17258.666666666668,538.6666666666666,363.0,9752.666666666666,8824.666666666666,1197.0,114252.0,10551.253333333332,5495.700000000001,107693.51333333332,140177.74666666667,10599.633333333333,20083.34,30210.24,31994.3,231798.9,504643.87999999995,114252.0,5708.666666666667,1724.6666666666667,7048.666666666667,2978.0,6610.0,9220.666666666666,19407.333333333332,27518.666666666668,13560.0,23.333333333333332,209.33333333333334,265.3333333333333,1133.3333333333333,4280.0,8072.0,3333.3333333333335,3158.6666666666665,504643.87999999995,11826.019999999999,3521.513333333334,28494.373333333337,33348.1,9528.359999999999,143440.36666666667,40801.12666666667,73514.7,30188.74,192.9333333333333,5300.886666666666,3906.5533333333333,2869.84,38215.08,26005.860000000004,30744.533333333336,22744.89333333333
ITC12,5228.666666666667,2513.3333333333335,7742.0,5975.673333333333,25477.059999999998,31452.733333333334,7418.0,280.6666666666667,11.0,54.0,7742.0,13583.94,4969.68,13628.17,5720.5,31452.733333333334,28.0,112.0,5390.666666666667,918.0,40.666666666666664,31.0,493.3333333333333,738.6666666666666,56.0,7742.0,61.553333333333335,431.16,8301.339999999998,6431.966666666667,3892.986666666666,4014.77,1542.78,2905.3133333333335,8029.26,31452.733333333334,7742.0,474.0,104.0,582.0,343.0,302.6666666666667,719.3333333333334,1092.0,2066.6666666666665,1132.0,3.3333333333333335,15.333333333333334,20.0,53.333333333333336,192.66666666666666,469.3333333333333,138.66666666666666,154.66666666666666,31452.733333333334,877.1066666666667,251.93999999999997,2320.5,629.41,372.79333333333335,8625.133333333333,1693.666666666667,8323.333333333332,2767.7666666666664,9.273333333333333,472.1266666666666,65.44,122.22000000000001,978.7933333333334,3212.44,345.4066666666667,616.9999999999999
ITC13,6228.0,2578.6666666666665,8806.666666666666,7211.806666666666,29911.306666666667,37123.113333333335,8365.333333333334,371.3333333333333,20.0,85.0,8806.666666666666,14978.44,6763.1466666666665,14896.77,8175.52,37123.113333333335,44.0,132.0,5701.333333333333,1173.3333333333333,59.0,46.0,806.6666666666666,852.0,129.0,8806.666666666666,178.61,533.48,8344.486666666666,8206.026666666667,795.41,5075.77,2676.5533333333333,3216.3799999999997,15436.23,37123.113333333335,8806.666666666666,531.3333333333334,106.66666666666667,542.0,277.3333333333333,511.3333333333333,982.6666666666666,1292.6666666666667,2154.6666666666665,1222.6666666666667,3.3333333333333335,21.333333333333332,36.0,58.666666666666664,279.3333333333333,488.6666666666667,183.33333333333334,126.66666666666667,37123.113333333335,1225.1466666666665,215.5333333333333,1952.506666666667,3065.5933333333337,705.4933333333333,11312.146666666667,2115.8,5692.553333333333,2688.4266666666667,54.24666666666667,296.3933333333333,50.5,132.91333333333333,2751.6200000000003,3605.486666666667,423.82,851.7666666666668
